transaction_logistic_pharmacy_id,date,drug_supplier,drug_id,quantity
L7836,6/9/2019 16:47,dsupp22417657,drug62529365,383
L7837,6/9/2019 16:47,dsupp22417657,drug70453034,333
L7838,6/9/2019 16:47,dsupp22417657,drug90730092,785
L7839,6/9/2019 16:47,dsupp22417657,drug39502094,166
L7840,6/9/2019 16:47,dsupp22417657,drug22125507,908
L7841,6/9/2019 16:47,dsupp22417657,drug90482731,406
L7842,6/9/2019 16:47,dsupp22417657,drug05497454,893
L7843,6/9/2019 16:47,dsupp22417657,drug73216940,275
L7844,6/9/2019 16:47,dsupp22417657,drug43043958,905
L7845,6/9/2019 16:47,dsupp22417657,drug40052861,410
L7846,6/9/2019 16:47,dsupp22417657,drug95984926,982
L7847,6/9/2019 16:47,dsupp22417657,drug78223950,468
L7848,6/9/2019 16:47,dsupp22417657,drug62781800,888
L7849,6/9/2019 16:47,dsupp22417657,drug07216213,936
L7850,6/9/2019 16:47,dsupp22417657,drug34789896,681
L7851,6/9/2019 16:47,dsupp22417657,drug42187806,464
L7852,6/9/2019 16:47,dsupp22417657,drug94679120,240
L7853,6/9/2019 16:47,dsupp22417657,drug13038472,953
L7854,6/9/2019 16:47,dsupp22417657,drug05810291,469
L7855,6/9/2019 16:47,dsupp22417657,drug98072057,108
L7856,6/9/2019 16:47,dsupp22417657,drug66600541,498
L7857,6/9/2019 16:47,dsupp22417657,drug20114367,874
L7858,6/9/2019 16:47,dsupp22417657,drug53284600,580
L7859,6/9/2019 16:47,dsupp22417657,drug53537447,435
L7860,6/9/2019 16:47,dsupp22417657,drug35061861,178
L7861,6/9/2019 16:47,dsupp22417657,drug07437342,940
L7862,6/9/2019 16:47,dsupp22417657,drug13317331,723
L7863,6/9/2019 16:47,dsupp22417657,drug22155948,527
L7864,6/9/2019 16:47,dsupp22417657,drug60282545,761
L7865,6/9/2019 16:47,dsupp22417657,drug81472369,335
L7866,6/9/2019 16:47,dsupp22417657,drug34105634,197
L7867,6/9/2019 16:47,dsupp22417657,drug07442995,155
L7868,6/9/2019 16:47,dsupp22417657,drug39664051,591
L7869,6/9/2019 16:47,dsupp22417657,drug81285006,646
L7870,6/9/2019 16:47,dsupp22417657,drug70682915,519
L7871,6/9/2019 16:47,dsupp22417657,drug05810291,617
L7872,6/9/2019 16:47,dsupp22417657,drug13317331,823
L7873,6/9/2019 16:47,dsupp22417657,drug93448178,211
L7874,6/9/2019 16:47,dsupp22417657,drug96335857,864
L7875,6/9/2019 16:47,dsupp22417657,drug72250907,731
L7876,6/9/2019 16:47,dsupp22417657,drug02160115,475
L7877,6/9/2019 16:47,dsupp22417657,drug88734576,946
L7878,6/9/2019 16:47,dsupp22417657,drug85966482,978
L7879,6/9/2019 16:47,dsupp22417657,drug12890255,546
L7880,6/9/2019 16:47,dsupp22417657,drug58415733,805
L7881,6/9/2019 16:47,dsupp22417657,drug30387515,560
L7882,6/9/2019 16:47,dsupp22417657,drug24714877,911
L7883,6/9/2019 16:47,dsupp22417657,drug03209257,363
L7884,6/9/2019 16:47,dsupp22417657,drug80453208,225
L7885,6/9/2019 16:47,dsupp22417657,drug70682915,474
L7886,6/9/2019 16:47,dsupp22417657,drug91280893,924
L7887,6/9/2019 16:47,dsupp22417657,drug82627058,311
L7888,6/9/2019 16:47,dsupp22417657,drug38475368,225
L7889,6/9/2019 16:47,dsupp22417657,drug05810291,903
L7890,6/9/2019 16:47,dsupp22417657,drug31410335,300
L7891,6/9/2019 16:47,dsupp22417657,drug78279223,853
L7892,6/9/2019 16:47,dsupp22417657,drug68357658,872
L7893,6/9/2019 16:47,dsupp22417657,drug96302910,188
L7894,6/9/2019 16:47,dsupp22417657,drug25473605,895
L7895,6/9/2019 16:47,dsupp22417657,drug34789896,188
L7896,6/9/2019 16:47,dsupp22417657,drug81570454,405
L7897,6/9/2019 16:47,dsupp22417657,drug94679120,961
L7898,6/9/2019 16:47,dsupp22417657,drug00913164,594
L7899,6/9/2019 16:47,dsupp22417657,drug24571234,923
L7900,6/9/2019 16:47,dsupp22417657,drug96335857,354
L7901,6/9/2019 16:47,dsupp22417657,drug22155948,487
L7902,6/9/2019 16:47,dsupp22417657,drug72486597,974
L7903,6/9/2019 16:47,dsupp22417657,drug81478514,698
L7904,6/9/2019 16:47,dsupp22417657,drug34789896,727
L7905,6/9/2019 16:47,dsupp22417657,drug67522019,320
L7906,6/9/2019 16:47,dsupp22417657,drug79748780,821
L7907,6/9/2019 16:47,dsupp22417657,drug04673408,870
L7908,6/9/2019 16:47,dsupp22417657,drug90482731,457
L7909,6/9/2019 16:47,dsupp22417657,drug09332102,923
L7910,6/9/2019 16:47,dsupp22417657,drug66295327,390
L7911,6/9/2019 16:47,dsupp22417657,drug22852205,990
L7912,6/9/2019 16:47,dsupp22417657,drug00913164,524
L7913,6/9/2019 16:47,dsupp22417657,drug63702156,263
L7914,6/9/2019 16:47,dsupp22417657,drug94575323,289
L7915,6/9/2019 16:47,dsupp22417657,drug45403330,779
L7916,6/9/2019 16:47,dsupp22417657,drug24571234,288
L7917,6/9/2019 16:47,dsupp22417657,drug43279241,687
L7918,6/9/2019 16:47,dsupp22417657,drug22155948,617
L7919,6/9/2019 16:47,dsupp22417657,drug39664051,716
L7920,6/9/2019 16:47,dsupp22417657,drug48331708,416
L7921,6/9/2019 16:47,dsupp22417657,drug60470010,696
L7922,6/9/2019 16:47,dsupp22417657,drug40052861,728
L7923,6/9/2019 16:47,dsupp22417657,drug21625060,766
L7924,6/9/2019 16:47,dsupp22417657,drug63758054,545
L7925,6/9/2019 16:47,dsupp22417657,drug82627058,963
L7926,6/9/2019 16:47,dsupp22417657,drug89581438,853
L7927,6/9/2019 16:47,dsupp22417657,drug90730092,645
L7928,6/9/2019 16:47,dsupp22417657,drug01308433,225
L7929,6/9/2019 16:47,dsupp22417657,drug70415612,585
L7930,6/9/2019 16:47,dsupp22417657,drug54349650,181
L7931,6/9/2019 16:47,dsupp22417657,drug98928200,888
L7932,6/9/2019 16:47,dsupp22417657,drug76207815,769
L7933,6/9/2019 16:47,dsupp22417657,drug40298825,752
L7934,6/9/2019 16:47,dsupp22417657,drug31410335,785
L7935,6/9/2019 16:47,dsupp22417657,drug28011682,179
L7936,6/9/2019 16:47,dsupp22417657,drug51976255,434
L7937,6/9/2019 16:47,dsupp22417657,drug48331708,599
L7938,6/9/2019 16:47,dsupp22417657,drug73414681,898
L7939,6/9/2019 16:47,dsupp22417657,drug79748780,973
L7940,6/9/2019 16:47,dsupp22417657,drug35061861,290
L7941,6/9/2019 16:47,dsupp22417657,drug81459506,675
L7942,6/9/2019 16:47,dsupp22417657,drug22852205,798
L7943,6/9/2019 16:47,dsupp22417657,drug87480702,892
L7944,6/9/2019 16:47,dsupp22417657,drug36537068,296
L7945,6/9/2019 16:47,dsupp22417657,drug96966044,338
L7946,6/9/2019 16:47,dsupp22417657,drug48733458,384
L7947,6/9/2019 16:47,dsupp22417657,drug07951190,872
L7948,6/9/2019 16:47,dsupp22417657,drug84538864,414
L7949,6/9/2019 16:47,dsupp22417657,drug80124078,312
L7950,6/9/2019 16:47,dsupp22417657,drug83741951,589
L7951,6/9/2019 16:47,dsupp22417657,drug66048138,463
L7952,6/9/2019 16:47,dsupp22417657,drug72250907,332
L7953,6/9/2019 16:47,dsupp22417657,drug02160115,685
L7954,6/9/2019 16:47,dsupp22417657,drug07442995,194
L7955,6/9/2019 16:47,dsupp22417657,drug12503070,787
L7956,6/9/2019 16:47,dsupp22417657,drug38475368,503
L7957,6/9/2019 16:47,dsupp22417657,drug83741951,547
L7958,6/9/2019 16:47,dsupp22417657,drug12221745,698
L7959,6/9/2019 16:47,dsupp22417657,drug61824010,968
L7960,6/9/2019 16:47,dsupp22417657,drug09768543,528
L7961,6/9/2019 16:47,dsupp22417657,drug73216940,399
L7962,6/9/2019 16:47,dsupp22417657,drug53537447,402
L7963,6/9/2019 16:47,dsupp22417657,drug70453034,746
L7964,6/9/2019 16:47,dsupp22417657,drug75339562,444
L7965,6/9/2019 16:47,dsupp22417657,drug75339562,585
L7966,6/9/2019 16:47,dsupp22417657,drug36775507,490
L7967,6/9/2019 16:47,dsupp22417657,drug90188947,875
L7968,6/9/2019 16:47,dsupp22417657,drug68272647,489
L7969,6/9/2019 16:47,dsupp22417657,drug72250907,872
L7970,6/9/2019 16:47,dsupp22417657,drug80279068,597
L7971,6/9/2019 16:47,dsupp22417657,drug82307868,776
L7972,6/9/2019 16:47,dsupp22417657,drug45996863,662
L7973,6/9/2019 16:47,dsupp22417657,drug28011682,735
L7974,6/9/2019 16:47,dsupp22417657,drug77438058,796
L7975,6/9/2019 16:47,dsupp22417657,drug90482731,593
L7976,6/9/2019 16:47,dsupp22417657,drug95984926,968
L7977,6/9/2019 16:47,dsupp22417657,drug19384863,362
L7978,6/9/2019 16:47,dsupp22417657,drug02347912,350
L7979,6/9/2019 16:47,dsupp22417657,drug05497454,307
L7980,6/9/2019 16:47,dsupp22417657,drug02684192,895
L7981,6/9/2019 16:47,dsupp22417657,drug88734576,220
L7982,6/9/2019 16:47,dsupp22417657,drug63441802,680
L7983,6/9/2019 16:47,dsupp22417657,drug38178634,782
L7984,6/9/2019 16:47,dsupp22417657,drug83741951,431
L7985,6/9/2019 16:47,dsupp22417657,drug05810291,654
L7986,6/9/2019 16:47,dsupp22417657,drug48331708,367
L7987,6/9/2019 16:47,dsupp22417657,drug63617689,686
L7988,6/9/2019 16:47,dsupp22417657,drug63702156,289
L7989,6/9/2019 16:47,dsupp22417657,drug34789896,798
L7990,6/9/2019 16:47,dsupp22417657,drug60843760,421
L7991,6/9/2019 16:47,dsupp22417657,drug25473605,703
L7992,6/9/2019 16:47,dsupp22417657,drug07951190,706
L7993,6/9/2019 16:47,dsupp22417657,drug02684192,906
L7994,6/9/2019 16:47,dsupp22417657,drug36645459,828
L7995,6/9/2019 16:47,dsupp22417657,drug80279068,734
L7996,6/9/2019 16:47,dsupp22417657,drug03209257,354
L7997,6/9/2019 16:47,dsupp22417657,drug84538864,625
L7998,6/9/2019 16:47,dsupp22417657,drug96637593,470
L7999,6/9/2019 16:47,dsupp22417657,drug91871275,950
L8000,6/9/2019 16:47,dsupp22417657,drug63247565,549
L8001,6/9/2019 16:47,dsupp22417657,drug82307868,231
L8002,6/9/2019 16:47,dsupp22417657,drug44812263,400
L8003,6/9/2019 16:47,dsupp22417657,drug53284600,892
L8004,6/9/2019 16:47,dsupp22417657,drug11824657,971
L8005,6/9/2019 16:47,dsupp22417657,drug61824010,761
L8006,6/9/2019 16:47,dsupp22417657,drug78926509,671
L8007,6/9/2019 16:47,dsupp22417657,drug12890255,742
L8008,6/9/2019 16:47,dsupp22417657,drug83393358,311
L8009,6/9/2019 16:47,dsupp22417657,drug31784573,953
L8010,6/9/2019 16:47,dsupp22417657,drug60282545,176
L8011,6/9/2019 16:47,dsupp22417657,drug66295327,737
L8012,6/9/2019 16:47,dsupp22417657,drug37641146,264
L8013,6/9/2019 16:47,dsupp22417657,drug82563585,601
L8014,6/9/2019 16:47,dsupp22417657,drug91280893,851
L8015,6/9/2019 16:47,dsupp22417657,drug36645459,209
L8016,6/9/2019 16:47,dsupp22417657,drug56280364,707
L8017,6/9/2019 16:47,dsupp22417657,drug70682915,846
L8018,6/9/2019 16:47,dsupp22417657,drug15406590,380
L8019,6/9/2019 16:47,dsupp22417657,drug56280364,419
L8020,6/9/2019 16:47,dsupp22417657,drug24714877,693
L8021,6/9/2019 16:47,dsupp22417657,drug76207815,229
L8022,6/9/2019 16:47,dsupp22417657,drug82307868,717
L8023,6/9/2019 16:47,dsupp22417657,drug28011682,975
L8024,6/9/2019 16:47,dsupp22417657,drug82066062,692
L8025,6/9/2019 16:47,dsupp22417657,drug48331708,625
L8026,6/9/2019 16:47,dsupp22417657,drug80279068,618
L8027,6/9/2019 16:47,dsupp22417657,drug51906948,406
L8028,6/9/2019 16:47,dsupp22417657,drug51976255,687
L8029,6/9/2019 16:47,dsupp22417657,drug45482502,902
L8030,6/9/2019 16:47,dsupp22417657,drug81285006,979
L8031,6/9/2019 16:47,dsupp22417657,drug34789896,229
L8032,6/9/2019 16:47,dsupp22417657,drug45403330,459
L8033,6/9/2019 16:47,dsupp22417657,drug77438058,512
L8034,6/9/2019 16:47,dsupp22417657,drug67531332,279
L8035,6/9/2019 16:47,dsupp22417657,drug34105634,592
L8036,6/9/2019 16:47,dsupp22417657,drug45996863,314
L8037,6/9/2019 16:47,dsupp22417657,drug29155903,615
L8038,6/9/2019 16:47,dsupp22417657,drug40688589,392
L8039,6/9/2019 16:47,dsupp22417657,drug87480702,660
L8040,6/9/2019 16:47,dsupp22417657,drug72930892,941
L8041,6/9/2019 16:47,dsupp22417657,drug59470267,653
L8042,6/9/2019 16:47,dsupp22417657,drug96637593,673
L8043,6/9/2019 16:47,dsupp22417657,drug80124078,915
L8044,6/9/2019 16:47,dsupp22417657,drug72889619,750
L8045,6/9/2019 16:47,dsupp22417657,drug23177871,210
L8046,6/9/2019 16:47,dsupp22417657,drug44812263,608
L8047,6/9/2019 16:47,dsupp22417657,drug66048138,825
L8048,6/9/2019 16:47,dsupp22417657,drug37448561,134
L8049,6/9/2019 16:47,dsupp22417657,drug15371560,806
L8050,6/9/2019 16:47,dsupp22417657,drug52874741,260
L8051,6/9/2019 16:47,dsupp22417657,drug96966044,342
L8052,6/9/2019 16:47,dsupp22417657,drug94575323,430
L8053,6/9/2019 16:47,dsupp22417657,drug82563585,129
L8054,6/9/2019 16:47,dsupp22417657,drug52874741,314
L8055,6/9/2019 16:47,dsupp22417657,drug16108141,370
L8056,6/9/2019 16:47,dsupp22417657,drug68357658,798
L8057,6/9/2019 16:47,dsupp22417657,drug76207815,742
L8058,6/9/2019 16:47,dsupp22417657,drug98072057,594
L8059,6/9/2019 16:47,dsupp22417657,drug07139598,864
L8060,6/9/2019 16:47,dsupp22417657,drug53537447,718
L8061,6/9/2019 16:47,dsupp22417657,drug75339562,805
L8062,6/9/2019 16:47,dsupp22417657,drug77438058,519
L8063,6/9/2019 16:47,dsupp22417657,drug11824657,260
L8064,6/9/2019 16:47,dsupp22417657,drug12503070,446
L8065,6/9/2019 16:47,dsupp22417657,drug81472369,966
L8066,6/9/2019 16:47,dsupp22417657,drug59016069,292
L8067,6/9/2019 16:47,dsupp22417657,drug01308433,469
L8068,6/9/2019 16:47,dsupp22417657,drug83741951,893
L8069,6/9/2019 16:47,dsupp22417657,drug76207815,170
L8070,6/9/2019 16:47,dsupp22417657,drug85881884,618
L8071,6/9/2019 16:47,dsupp22417657,drug07951190,564
L8072,6/9/2019 16:47,dsupp22417657,drug87480702,398
L8073,6/9/2019 16:47,dsupp22417657,drug61824010,493
L8074,6/9/2019 16:47,dsupp22417657,drug07005824,411
L8075,6/9/2019 16:47,dsupp22417657,drug05497454,853
L8076,6/9/2019 16:47,dsupp22417657,drug80279068,296
L8077,6/9/2019 16:47,dsupp22417657,drug25473605,185
L8078,6/9/2019 16:47,dsupp22417657,drug52874741,960
L8079,6/9/2019 16:47,dsupp22417657,drug82563585,526
L8080,6/9/2019 16:47,dsupp22417657,drug92078413,992
L8081,6/9/2019 16:47,dsupp22417657,drug10212486,410
L8082,6/9/2019 16:47,dsupp22417657,drug78665699,268
L8083,6/9/2019 16:47,dsupp22417657,drug78665699,555
L8084,6/9/2019 16:47,dsupp22417657,drug21625060,707
L8085,6/9/2019 16:47,dsupp22417657,drug90435782,859
L8086,6/9/2019 16:47,dsupp22417657,drug03704639,823
L8087,6/9/2019 16:47,dsupp22417657,drug19384863,835
L8088,6/9/2019 16:47,dsupp22417657,drug78223950,253
L8089,6/9/2019 16:47,dsupp22417657,drug22125507,209
L8090,6/9/2019 16:47,dsupp22417657,drug37858179,212
L8091,6/9/2019 16:47,dsupp22417657,drug35061861,480
L8092,6/9/2019 16:47,dsupp22417657,drug30387515,787
L8093,6/9/2019 16:47,dsupp22417657,drug63247565,371
L8094,6/9/2019 16:47,dsupp22417657,drug45482502,108
L8095,6/9/2019 16:47,dsupp22417657,drug87480702,289
L8096,6/9/2019 16:47,dsupp22417657,drug18797701,965
L8097,6/9/2019 16:47,dsupp22417657,drug67531332,260
L8098,6/9/2019 16:47,dsupp22417657,drug12503070,316
L8099,6/9/2019 16:47,dsupp22417657,drug63441802,664
L8100,6/9/2019 16:47,dsupp22417657,drug94449822,605
L8101,6/9/2019 16:47,dsupp22417657,drug03704639,287
L8102,6/9/2019 16:47,dsupp22417657,drug12221745,368
L8103,6/9/2019 16:47,dsupp22417657,drug38178634,736
L8104,6/9/2019 16:47,dsupp22417657,drug94679120,356
L8105,6/9/2019 16:47,dsupp22417657,drug91084545,103
L8106,6/9/2019 16:47,dsupp22417657,drug70682915,844
L8107,6/9/2019 16:47,dsupp22417657,drug40052861,899
L8108,6/9/2019 16:47,dsupp22417657,drug07442995,413
L8109,6/9/2019 16:47,dsupp22417657,drug22852205,102
L8110,6/9/2019 16:47,dsupp22417657,drug91084545,804
L8111,6/9/2019 16:47,dsupp22417657,drug22155948,563
L8112,6/9/2019 16:47,dsupp22417657,drug51906948,769
L8113,6/9/2019 16:47,dsupp22417657,drug67522019,794
L8114,6/9/2019 16:47,dsupp22417657,drug19384863,774
L8115,6/9/2019 16:47,dsupp22417657,drug45403330,413
L8116,6/9/2019 16:47,dsupp22417657,drug04679172,523
L8117,6/9/2019 16:47,dsupp22417657,drug90730092,138
L8118,6/9/2019 16:47,dsupp22417657,drug96966044,219
L8119,6/9/2019 16:47,dsupp22417657,drug56280364,565
L8120,6/9/2019 16:47,dsupp22417657,drug10212486,363
L8121,6/9/2019 16:47,dsupp22417657,drug31410335,949
L8122,6/9/2019 16:47,dsupp22417657,drug45659690,629
L8123,6/9/2019 16:47,dsupp22417657,drug47051621,796
L8124,6/9/2019 16:47,dsupp22417657,drug37591403,414
L8125,6/9/2019 16:47,dsupp22417657,drug42187806,421
L8126,6/9/2019 16:47,dsupp22417657,drug30387515,106
L8127,6/9/2019 16:47,dsupp22417657,drug96637593,680
L8128,6/9/2019 16:47,dsupp22417657,drug39018649,966
L8129,6/9/2019 16:47,dsupp22417657,drug31004220,964
L8130,6/9/2019 16:47,dsupp22417657,drug26446547,879
L8131,6/9/2019 16:47,dsupp22417657,drug91871275,134
L8132,6/9/2019 16:47,dsupp22417657,drug67522019,819
L8133,6/9/2019 16:47,dsupp22417657,drug24274852,401
L8134,6/9/2019 16:47,dsupp22417657,drug06536879,173
L8135,6/9/2019 16:47,dsupp22417657,drug91871275,518
L8136,6/9/2019 16:47,dsupp22417657,drug79748780,580
L8137,6/9/2019 16:47,dsupp22417657,drug07442995,107
L8138,6/9/2019 16:47,dsupp22417657,drug39664051,968
L8139,6/9/2019 16:47,dsupp22417657,drug54148048,499
L8140,6/9/2019 16:47,dsupp22417657,drug30387515,224
L8141,6/9/2019 16:47,dsupp22417657,drug07437342,595
L8142,7/12/2016 19:33,dsupp90825385,drug85966482,554
L8143,7/12/2016 19:33,dsupp90825385,drug07005824,272
L8144,7/12/2016 19:33,dsupp90825385,drug48733458,494
L8145,7/12/2016 19:33,dsupp90825385,drug95984926,752
L8146,7/12/2016 19:33,dsupp90825385,drug63617689,726
L8147,7/12/2016 19:33,dsupp90825385,drug34105634,981
L8148,7/12/2016 19:33,dsupp90825385,drug72250907,263
L8149,7/12/2016 19:33,dsupp90825385,drug61824010,768
L8150,7/12/2016 19:33,dsupp90825385,drug76207815,973
L8151,7/12/2016 19:33,dsupp90825385,drug55536073,546
L8152,7/12/2016 19:33,dsupp90825385,drug89581438,399
L8153,7/12/2016 19:33,dsupp90825385,drug75324698,874
L8154,7/12/2016 19:33,dsupp90825385,drug66048138,973
L8155,7/12/2016 19:33,dsupp90825385,drug45996863,482
L8156,7/12/2016 19:33,dsupp90825385,drug27231500,830
L8157,7/12/2016 19:33,dsupp90825385,drug75324698,448
L8158,7/12/2016 19:33,dsupp90825385,drug06536879,532
L8159,7/12/2016 19:33,dsupp90825385,drug45482502,687
L8160,7/12/2016 19:33,dsupp90825385,drug62529365,796
L8161,7/12/2016 19:33,dsupp90825385,drug36775507,489
L8162,7/12/2016 19:33,dsupp90825385,drug07951190,426
L8163,7/12/2016 19:33,dsupp90825385,drug30212688,573
L8164,7/12/2016 19:33,dsupp90825385,drug51671051,963
L8165,7/12/2016 19:33,dsupp90825385,drug98072057,231
L8166,7/12/2016 19:33,dsupp90825385,drug52874741,463
L8167,7/12/2016 19:33,dsupp90825385,drug79748780,538
L8168,7/12/2016 19:33,dsupp90825385,drug40052861,807
L8169,7/12/2016 19:33,dsupp90825385,drug07139598,592
L8170,7/12/2016 19:33,dsupp90825385,drug88734576,703
L8171,7/12/2016 19:33,dsupp90825385,drug38475368,533
L8172,7/12/2016 19:33,dsupp90825385,drug82307868,751
L8173,7/12/2016 19:33,dsupp90825385,drug17244244,414
L8174,7/12/2016 19:33,dsupp90825385,drug81459506,831
L8175,7/12/2016 19:33,dsupp90825385,drug73216940,579
L8176,7/12/2016 19:33,dsupp90825385,drug97899020,633
L8177,7/12/2016 19:33,dsupp90825385,drug00666374,867
L8178,7/12/2016 19:33,dsupp90825385,drug10212486,764
L8179,7/12/2016 19:33,dsupp90825385,drug45996863,893
L8180,7/12/2016 19:33,dsupp90825385,drug60282545,607
L8181,7/12/2016 19:33,dsupp90825385,drug15371560,845
L8182,7/12/2016 19:33,dsupp90825385,drug66295327,438
L8183,7/12/2016 19:33,dsupp90825385,drug59016069,848
L8184,7/12/2016 19:33,dsupp90825385,drug11824657,894
L8185,7/12/2016 19:33,dsupp90825385,drug05810291,889
L8186,7/12/2016 19:33,dsupp90825385,drug45659690,540
L8187,7/12/2016 19:33,dsupp90825385,drug24274852,988
L8188,7/12/2016 19:33,dsupp90825385,drug66048138,626
L8189,7/12/2016 19:33,dsupp90825385,drug02277240,197
L8190,7/12/2016 19:33,dsupp90825385,drug24274852,902
L8191,7/12/2016 19:33,dsupp90825385,drug58415733,657
L8192,7/12/2016 19:33,dsupp90825385,drug97899020,770
L8193,7/12/2016 19:33,dsupp90825385,drug31282017,535
L8194,7/12/2016 19:33,dsupp90825385,drug54349650,708
L8195,7/12/2016 19:33,dsupp90825385,drug82307868,359
L8196,7/12/2016 19:33,dsupp90825385,drug28011682,567
L8197,7/12/2016 19:33,dsupp90825385,drug70682915,100
L8198,7/12/2016 19:33,dsupp90825385,drug85864856,466
L8199,7/12/2016 19:33,dsupp90825385,drug90188947,261
L8200,7/12/2016 19:33,dsupp90825385,drug94679120,839
L8201,7/12/2016 19:33,dsupp90825385,drug82627058,817
L8202,7/12/2016 19:33,dsupp90825385,drug40052861,875
L8203,7/12/2016 19:33,dsupp90825385,drug92078413,975
L8204,7/12/2016 19:33,dsupp90825385,drug81285006,926
L8205,7/12/2016 19:33,dsupp90825385,drug19384863,572
L8206,7/12/2016 19:33,dsupp90825385,drug24714877,878
L8207,7/12/2016 19:33,dsupp90825385,drug31784573,714
L8208,7/12/2016 19:33,dsupp90825385,drug23867758,228
L8209,7/12/2016 19:33,dsupp90825385,drug31282017,429
L8210,7/12/2016 19:33,dsupp90825385,drug07442995,848
L8211,7/12/2016 19:33,dsupp90825385,drug76207815,776
L8212,7/12/2016 19:33,dsupp90825385,drug54349650,673
L8213,7/12/2016 19:33,dsupp90825385,drug91243812,201
L8214,7/12/2016 19:33,dsupp90825385,drug15406590,950
L8215,7/12/2016 19:33,dsupp90825385,drug72250907,848
L8216,7/12/2016 19:33,dsupp90825385,drug35061861,485
L8217,7/12/2016 19:33,dsupp90825385,drug94575323,770
L8218,7/12/2016 19:33,dsupp90825385,drug94679120,136
L8219,7/12/2016 19:33,dsupp90825385,drug68272647,453
L8220,7/12/2016 19:33,dsupp90825385,drug93448178,793
L8221,7/12/2016 19:33,dsupp90825385,drug45403330,898
L8222,7/12/2016 19:33,dsupp90825385,drug96966044,275
L8223,7/12/2016 19:33,dsupp90825385,drug40298825,180
L8224,7/12/2016 19:33,dsupp90825385,drug02277240,997
L8225,7/12/2016 19:33,dsupp90825385,drug82627058,114
L8226,7/12/2016 19:33,dsupp90825385,drug06536879,390
L8227,7/12/2016 19:33,dsupp90825385,drug45996863,514
L8228,7/12/2016 19:33,dsupp90825385,drug07005824,867
L8229,7/12/2016 19:33,dsupp90825385,drug48733458,158
L8230,7/12/2016 19:33,dsupp90825385,drug60282545,519
L8231,7/12/2016 19:33,dsupp90825385,drug21625060,729
L8232,7/12/2016 19:33,dsupp90825385,drug54349650,300
L8233,7/12/2016 19:33,dsupp90825385,drug68272647,272
L8234,7/12/2016 19:33,dsupp90825385,drug16108141,109
L8235,7/12/2016 19:33,dsupp90825385,drug90626067,335
L8236,7/12/2016 19:33,dsupp90825385,drug14294525,814
L8237,7/12/2016 19:33,dsupp90825385,drug82563585,371
L8238,7/12/2016 19:33,dsupp90825385,drug81570454,137
L8239,7/12/2016 19:33,dsupp90825385,drug65864098,428
L8240,7/12/2016 19:33,dsupp90825385,drug54148048,538
L8241,7/12/2016 19:33,dsupp90825385,drug96335857,203
L8242,7/12/2016 19:33,dsupp90825385,drug02277240,164
L8243,7/12/2016 19:33,dsupp90825385,drug88734576,558
L8244,7/12/2016 19:33,dsupp90825385,drug53284600,870
L8245,7/12/2016 19:33,dsupp90825385,drug49452730,210
L8246,7/12/2016 19:33,dsupp90825385,drug02684192,242
L8247,7/12/2016 19:33,dsupp90825385,drug72889619,190
L8248,7/12/2016 19:33,dsupp90825385,drug31004220,292
L8249,7/12/2016 19:33,dsupp90825385,drug72250907,842
L8250,7/12/2016 19:33,dsupp90825385,drug90730092,553
L8251,7/12/2016 19:33,dsupp90825385,drug91243812,834
L8252,7/12/2016 19:33,dsupp90825385,drug12890255,121
L8253,7/12/2016 19:33,dsupp90825385,drug96302910,126
L8254,7/12/2016 19:33,dsupp90825385,drug90435782,842
L8255,7/12/2016 19:33,dsupp90825385,drug85966482,983
L8256,7/12/2016 19:33,dsupp90825385,drug90419812,843
L8257,7/12/2016 19:33,dsupp90825385,drug05244287,573
L8258,7/12/2016 19:33,dsupp90825385,drug39018649,636
L8259,7/12/2016 19:33,dsupp90825385,drug07216213,938
L8260,7/12/2016 19:33,dsupp90825385,drug31004220,874
L8261,7/12/2016 19:33,dsupp90825385,drug91084545,252
L8262,7/12/2016 19:33,dsupp90825385,drug96302910,490
L8263,7/12/2016 19:33,dsupp90825385,drug62781800,750
L8264,7/12/2016 19:33,dsupp90825385,drug65864098,424
L8265,7/12/2016 19:33,dsupp90825385,drug73216940,958
L8266,7/12/2016 19:33,dsupp90825385,drug31282017,600
L8267,7/12/2016 19:33,dsupp90825385,drug54349650,915
L8268,7/12/2016 19:33,dsupp90825385,drug92078413,900
L8269,7/12/2016 19:33,dsupp90825385,drug23867758,476
L8270,7/12/2016 19:33,dsupp90825385,drug91280893,310
L8271,7/12/2016 19:33,dsupp90825385,drug40298825,827
L8272,7/12/2016 19:33,dsupp90825385,drug81472369,550
L8273,7/12/2016 19:33,dsupp90825385,drug76207815,888
L8274,7/12/2016 19:33,dsupp90825385,drug81459506,771
L8275,7/12/2016 19:33,dsupp90825385,drug52419621,349
L8276,7/12/2016 19:33,dsupp90825385,drug75339562,543
L8277,7/12/2016 19:33,dsupp90825385,drug07954108,666
L8278,7/12/2016 19:33,dsupp90825385,drug68357658,134
L8279,7/12/2016 19:33,dsupp90825385,drug01308433,924
L8280,7/12/2016 19:33,dsupp90825385,drug04673408,885
L8281,7/12/2016 19:33,dsupp90825385,drug25473605,411
L8282,7/12/2016 19:33,dsupp90825385,drug40052861,115
L8283,7/12/2016 19:33,dsupp90825385,drug94679120,835
L8284,7/12/2016 19:33,dsupp90825385,drug18797701,172
L8285,7/12/2016 19:33,dsupp90825385,drug26446547,925
